	captured_length	eth_dst	eth_src	highest_layer	info_line	interface_captured	ip_dst	ip_src	length	number	project_id	sniff_timestamp	tcp_dstport	tcp_srcport	tcp_stream
436	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	199 > 35027 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	437	4	2010-02-03 01:34:07	35027.0	199.0	218.0
437	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	38215 > 898 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	438	4	2010-02-03 01:34:07	898.0	38215.0	219.0
438	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	48845 > 2920 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	439	4	2010-02-03 01:34:07	2920.0	48845.0	220.0
439	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	38595 > 49161 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	440	4	2010-02-03 01:34:07	49161.0	38595.0	221.0
440	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	49161 > 38595 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	441	4	2010-02-03 01:34:07	38595.0	49161.0	221.0
441	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	898 > 38215 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	442	4	2010-02-03 01:34:07	38215.0	898.0	219.0
442	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	41039 > 6002 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	443	4	2010-02-03 01:34:07	6002.0	41039.0	222.0
443	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	50902 > 563 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	444	4	2010-02-03 01:34:07	563.0	50902.0	223.0
444	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	51772 > 593 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	445	4	2010-02-03 01:34:07	593.0	51772.0	224.0
445	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	2920 > 48845 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	446	4	2010-02-03 01:34:07	48845.0	2920.0	220.0
446	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	593 > 51772 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	447	4	2010-02-03 01:34:07	51772.0	593.0	224.0
447	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	6002 > 41039 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	448	4	2010-02-03 01:34:07	41039.0	6002.0	222.0
448	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	563 > 50902 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	449	4	2010-02-03 01:34:07	50902.0	563.0	223.0
449	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	42468 > 4045 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	450	4	2010-02-03 01:34:07	4045.0	42468.0	225.0
450	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	4045 > 42468 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	451	4	2010-02-03 01:34:07	42468.0	4045.0	225.0
451	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	46352 > 2920 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	452	4	2010-02-03 01:34:07	2920.0	46352.0	226.0
452	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	37625 > 10243 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	453	4	2010-02-03 01:34:07	10243.0	37625.0	227.0
453	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	37916 > 1334 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	454	4	2010-02-03 01:34:07	1334.0	37916.0	228.0
454	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	2920 > 46352 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	455	4	2010-02-03 01:34:07	46352.0	2920.0	226.0
455	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	1334 > 37916 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	456	4	2010-02-03 01:34:07	37916.0	1334.0	228.0
456	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	38654 > 563 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	457	4	2010-02-03 01:34:07	563.0	38654.0	229.0
457	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	47804 > 1132 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	458	4	2010-02-03 01:34:07	1132.0	47804.0	230.0
458	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	47175 > 8085 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	459	4	2010-02-03 01:34:07	8085.0	47175.0	231.0
459	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	8085 > 47175 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	460	4	2010-02-03 01:34:07	47175.0	8085.0	231.0
460	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	563 > 38654 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	461	4	2010-02-03 01:34:07	38654.0	563.0	229.0
461	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	35412 > 10243 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	462	4	2010-02-03 01:34:07	10243.0	35412.0	232.0
462	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	58901 > 199 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	463	4	2010-02-03 01:34:07	199.0	58901.0	233.0
463	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	35877 > 7025 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	464	4	2010-02-03 01:34:07	7025.0	35877.0	234.0
464	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	10243 > 37625 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	465	4	2010-02-03 01:34:07	37625.0	10243.0	227.0
465	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	1132 > 47804 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	466	4	2010-02-03 01:34:07	47804.0	1132.0	230.0
466	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	7025 > 35877 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	467	4	2010-02-03 01:34:07	35877.0	7025.0	234.0
467	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	10243 > 35412 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	468	4	2010-02-03 01:34:07	35412.0	10243.0	232.0
468	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	199 > 58901 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	469	4	2010-02-03 01:34:07	58901.0	199.0	233.0
469	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	35581 > 1132 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	470	4	2010-02-03 01:34:07	1132.0	35581.0	235.0
470	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	37782 > 49161 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	471	4	2010-02-03 01:34:07	49161.0	37782.0	236.0
471	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	36912 > 27353 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	472	4	2010-02-03 01:34:07	27353.0	36912.0	237.0
472	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	27353 > 36912 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	473	4	2010-02-03 01:34:07	36912.0	27353.0	237.0
473	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	1132 > 35581 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	474	4	2010-02-03 01:34:07	35581.0	1132.0	235.0
474	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	36042 > 199 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	475	4	2010-02-03 01:34:07	199.0	36042.0	238.0
475	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	45605 > 593 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	476	4	2010-02-03 01:34:07	593.0	45605.0	239.0
476	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	39320 > 56738 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	477	4	2010-02-03 01:34:07	56738.0	39320.0	240.0
477	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	56738 > 39320 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	478	4	2010-02-03 01:34:07	39320.0	56738.0	240.0
478	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	199 > 36042 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	479	4	2010-02-03 01:34:07	36042.0	199.0	238.0
479	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	49161 > 37782 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	480	4	2010-02-03 01:34:07	37782.0	49161.0	236.0
480	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	593 > 45605 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	481	4	2010-02-03 01:34:07	45605.0	593.0	239.0
481	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	60282 > 49161 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300152 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	482	4	2010-02-03 01:34:07	49161.0	60282.0	241.0
482	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	60453 > 4045 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	483	4	2010-02-03 01:34:07	4045.0	60453.0	242.0
483	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	47155 > 3269 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	484	4	2010-02-03 01:34:07	3269.0	47155.0	243.0
484	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	3269 > 47155 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	485	4	2010-02-03 01:34:07	47155.0	3269.0	243.0
485	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	49161 > 60282 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	486	4	2010-02-03 01:34:07	60282.0	49161.0	241.0
486	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	57242 > 593 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	487	4	2010-02-03 01:34:07	593.0	57242.0	244.0
487	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	53375 > 1334 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	488	4	2010-02-03 01:34:07	1334.0	53375.0	245.0
488	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	42110 > 146 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	489	4	2010-02-03 01:34:07	146.0	42110.0	246.0
489	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	146 > 42110 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	490	4	2010-02-03 01:34:07	42110.0	146.0	246.0
490	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	593 > 57242 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	491	4	2010-02-03 01:34:07	57242.0	593.0	244.0
491	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	50086 > 4045 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	492	4	2010-02-03 01:34:07	4045.0	50086.0	247.0
492	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	4045 > 60453 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	493	4	2010-02-03 01:34:07	60453.0	4045.0	242.0
493	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	1334 > 53375 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	494	4	2010-02-03 01:34:07	53375.0	1334.0	245.0
494	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	60116 > 8085 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	495	4	2010-02-03 01:34:07	8085.0	60116.0	248.0
495	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	8085 > 60116 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	496	4	2010-02-03 01:34:07	60116.0	8085.0	248.0
496	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	49334 > 1044 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	497	4	2010-02-03 01:34:07	1044.0	49334.0	249.0
497	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	4045 > 50086 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	498	4	2010-02-03 01:34:07	50086.0	4045.0	247.0
498	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	1044 > 49334 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	499	4	2010-02-03 01:34:07	49334.0	1044.0	249.0
499	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	57627 > 1334 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	500	4	2010-02-03 01:34:07	1334.0	57627.0	250.0
500	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	40892 > 7025 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	501	4	2010-02-03 01:34:07	7025.0	40892.0	251.0
501	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	43153 > 749 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	502	4	2010-02-03 01:34:07	749.0	43153.0	252.0
502	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	749 > 43153 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	503	4	2010-02-03 01:34:07	43153.0	749.0	252.0
503	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	1334 > 57627 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	504	4	2010-02-03 01:34:07	57627.0	1334.0	250.0
504	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	50918 > 8085 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	505	4	2010-02-03 01:34:07	8085.0	50918.0	253.0
505	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	7025 > 40892 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	506	4	2010-02-03 01:34:07	40892.0	7025.0	251.0
506	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	46965 > 27353 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	507	4	2010-02-03 01:34:07	27353.0	46965.0	254.0
507	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	45660 > 1091 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	508	4	2010-02-03 01:34:07	1091.0	45660.0	255.0
508	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	27353 > 46965 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	509	4	2010-02-03 01:34:07	46965.0	27353.0	254.0
509	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	1091 > 45660 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	510	4	2010-02-03 01:34:07	45660.0	1091.0	255.0
510	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	8085 > 50918 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	511	4	2010-02-03 01:34:07	50918.0	8085.0	253.0
511	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	58984 > 7025 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	512	4	2010-02-03 01:34:07	7025.0	58984.0	256.0
512	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	55487 > 56738 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	513	4	2010-02-03 01:34:07	56738.0	55487.0	257.0
513	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	42910 > 9593 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	514	4	2010-02-03 01:34:07	9593.0	42910.0	258.0
514	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	9593 > 42910 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	515	4	2010-02-03 01:34:07	42910.0	9593.0	258.0
515	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	7025 > 58984 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	516	4	2010-02-03 01:34:07	58984.0	7025.0	256.0
516	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	57081 > 27353 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	517	4	2010-02-03 01:34:07	27353.0	57081.0	259.0
517	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	56738 > 55487 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	518	4	2010-02-03 01:34:07	55487.0	56738.0	257.0
518	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	36858 > 3269 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	519	4	2010-02-03 01:34:07	3269.0	36858.0	260.0
519	60	00:23:8b:82:1f:4a	70:5a:b6:51:d7:b2	TCP	3269 > 36858 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.50	60	520	4	2010-02-03 01:34:07	36858.0	3269.0	260.0
520	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	41735 > 7002 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	521	4	2010-02-03 01:34:07	7002.0	41735.0	261.0
521	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	27353 > 57081 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	522	4	2010-02-03 01:34:07	57081.0	27353.0	259.0
522	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	7002 > 41735 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	523	4	2010-02-03 01:34:07	41735.0	7002.0	261.0
523	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	58530 > 1149 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	524	4	2010-02-03 01:34:07	1149.0	58530.0	262.0
524	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	1149 > 58530 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	525	4	2010-02-03 01:34:07	58530.0	1149.0	262.0
525	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	47326 > 56738 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	526	4	2010-02-03 01:34:07	56738.0	47326.0	263.0
526	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	35066 > 146 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	527	4	2010-02-03 01:34:07	146.0	35066.0	264.0
527	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	52771 > 3517 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	528	4	2010-02-03 01:34:07	3517.0	52771.0	265.0
528	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	3517 > 52771 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	529	4	2010-02-03 01:34:07	52771.0	3517.0	265.0
529	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	56738 > 47326 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	530	4	2010-02-03 01:34:07	47326.0	56738.0	263.0
530	74	00:16:cb:92:6e:dc	00:23:8b:82:1f:4a	TCP	55884 > 3269 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300153 TSecr=0 WS=64		10.42.42.25	10.42.42.253	74	531	4	2010-02-03 01:34:07	3269.0	55884.0	266.0
531	74	70:5a:b6:51:d7:b2	00:23:8b:82:1f:4a	TCP	59052 > 1044 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64		10.42.42.50	10.42.42.253	74	532	4	2010-02-03 01:34:07	1044.0	59052.0	267.0
532	74	00:26:22:cb:1e:79	00:23:8b:82:1f:4a	TCP	34431 > 1113 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3300154 TSecr=0 WS=64		10.42.42.56	10.42.42.253	74	533	4	2010-02-03 01:34:07	1113.0	34431.0	268.0
533	60	00:23:8b:82:1f:4a	00:16:cb:92:6e:dc	TCP	3269 > 55884 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.25	60	534	4	2010-02-03 01:34:07	55884.0	3269.0	266.0
534	60	00:23:8b:82:1f:4a	00:26:22:cb:1e:79	TCP	1113 > 34431 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		10.42.42.253	10.42.42.56	60	535	4	2010-02-03 01:34:07	34431.0	1113.0	268.0
