action_id	action_type	action_params	session_id	user_id	project_id	creation_time	parent_display_id	child_display_id	solution
737	group	{'field': 'packet_number', 'aggregations': [], 'groupPriority': 0}	170	94	1	2016-09-19 21:41:41	914	915	False
739	group	{'field': 'tcp_srcport', 'aggregations': [], 'groupPriority': 0}	170	94	1	2016-09-19 21:43:25	915	917	False
740	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	170	94	1	2016-09-19 21:44:45	917	918	False
748	group	{'field': 'info_line', 'aggregations': [{'field': 'packet_number', 'type': 'sum'}, {'field': 'ip_src', 'type': 'count'}], 'groupPriority': 0}	171	94	1	2016-09-19 21:51:53	921	927	False
751	group	{'field': 'ip_src', 'aggregations': [{'field': 'packet_number', 'type': 'sum'}], 'groupPriority': 1}	171	94	1	2016-09-19 21:53:50	927	930	False
753	filter	{'field': 'highest_layer', 'term': 'ICMP', 'condition': 8}	171	94	1	2016-09-19 21:56:25	930	932	False
754	filter	{'field': 'highest_layer', 'term': 'ICMP', 'condition': 8}	171	94	1	2016-09-19 21:59:48	932	933	False
755	filter	{'field': 'highest_layer', 'term': 'ICMP', 'condition': 8}	171	94	1	2016-09-19 22:00:08	933	934	False
756	filter	{'field': 'highest_layer', 'term': 'ICMP', 'condition': 8}	171	94	1	2016-09-19 22:00:15	934	935	False
757	filter	{'field': 'highest_layer', 'term': 'ICMP', 'condition': 512}	171	94	1	2016-09-19 22:00:38	935	936	False
758	filter	{'field': 'highest_layer', 'term': 'ICMP', 'condition': 512}	171	94	1	2016-09-19 22:01:06	936	937	False
759	filter	{'field': 'highest_layer', 'term': 'ICMP', 'condition': 512}	171	94	1	2016-09-19 22:01:10	937	938	False
761	filter	{'field': 'info_line', 'term': 'destination', 'condition': 16}	172	94	1	2016-09-19 22:14:13	940	941	False
765	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 16}	172	94	1	2016-09-19 22:24:43	941	946	False
766	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	172	94	1	2016-09-19 22:25:13	946	947	False
767	filter	{'field': 'info_line', 'term': 'SYN', 'condition': 16}	172	94	1	2016-09-19 22:27:13	947	948	False
768	group	{'field': 'packet_number', 'aggregations': [{'field': 'highest_layer', 'type': 'sum'}], 'groupPriority': 0}	172	94	1	2016-09-19 22:28:59	948	949	False
772	group	{'field': 'packet_number', 'aggregations': [{'field': 'tcp_dstport', 'type': 'max'}, {'field': 'highest_layer', 'type': 'count'}]}	172	94	1	2016-09-19 22:31:17	949	953	False
777	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 16}	172	94	1	2016-09-19 22:31:51	953	958	False
779	filter	{'field': 'info_line', 'term': 'SYN', 'condition': 16}	172	94	1	2016-09-19 22:33:05	958	960	False
781	group	{'field': 'highest_layer', 'aggregations': [{'field': 'packet_number', 'type': 'count'}, {'field': 'tcp_dstport', 'type': 'max'}, {'field': 'info_line', 'type': 'count'}], 'groupPriority': 0}	172	94	1	2016-09-19 22:34:08	960	962	False
793	filter	{'field': 'packet_number', 'term': '1', 'condition': 2}	176	94	2	2016-09-19 22:50:15	970	977	False
794	filter	{'field': 'packet_number', 'term': '0', 'condition': 32}	176	94	2	2016-09-19 22:50:35	977	978	False
796	filter	{'field': 'packet_number', 'term': '0', 'condition': 32}	176	94	2	2016-09-19 22:50:45	978	980	False
801	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 8}	176	94	2	2016-09-19 22:54:23	980	985	False
806	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	176	94	2	2016-09-19 22:59:44	985	990	False
816	group	{'field': 'packet_number', 'aggregations': [], 'groupPriority': 0}	178	94	2	2016-09-19 23:23:03	1001	1002	True
819	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	179	94	3	2016-09-20 00:17:46	1017	1018	False
821	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	179	94	3	2016-09-20 00:20:03	1018	1020	False
851	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	185	94	3	2016-09-26 21:48:29	1050	1057	False
853	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	185	94	3	2016-09-26 21:51:06	1057	1059	False
854	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	186	94	3	2016-09-26 21:54:45	1060	1061	False
857	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	187	94	3	2016-09-26 21:55:48	1062	1065	False
866	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	187	94	3	2016-09-26 22:05:00	1065	1074	False
871	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	187	94	3	2016-09-26 22:06:12	1074	1079	False
873	filter	{'field': 'info_line', 'term': 'GET', 'condition': 16}	187	94	3	2016-09-26 22:07:58	1079	1081	False
883	group	{'field': 'info_line', 'aggregations': [], 'groupPriority': 1}	187	94	3	2016-09-26 22:25:02	1081	1091	False
0	back		187	94	3		1091	1081	False
0	back		187	94	3		1081	1079	False
0	back		187	94	3		1079	1074	False
0	back		187	94	3		1074	1065	False
884	filter	{'field': 'info_line', 'term': 'MZ', 'condition': 16}	187	94	3	2016-09-26 22:27:46	1065	1092	False
885	filter	{'field': 'info_line', 'term': 'exe', 'condition': 16}	187	94	3	2016-09-26 22:27:56	1092	1093	False
887	filter	{'field': 'info_line', 'term': 'exe', 'condition': 16}	187	94	3	2016-09-26 22:28:16	1093	1095	False
893	group	{'field': 'packet_number', 'aggregations': [], 'groupPriority': 0}	187	94	3	2016-09-26 22:29:54	1095	1101	False
904	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	188	94	3	2016-09-26 22:35:54	1112	1113	False
905	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	190	103	1	2016-09-29 13:36:20	1115	1116	False
907	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	190	103	1	2016-09-29 13:37:26	1116	1118	False
908	filter	{'field': 'ip_src', 'term': '192.168.1.122', 'condition': 16}	190	103	1	2016-09-29 13:38:24	1118	1119	False
909	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	190	103	1	2016-09-29 13:38:38	1119	1120	False
912	filter	{'field': 'tcp_srcport', 'term': '0', 'condition': 32}	190	103	1	2016-09-29 13:41:28	1120	1123	False
913	filter	{'field': 'ip_dst', 'term': '192.168.1.122', 'condition': 16}	191	103	2	2016-09-29 13:46:02	1124	1125	False
914	filter	{'field': 'ip_dst', 'term': '192.168.1.122', 'condition': 16}	192	103	1	2016-09-29 13:46:49	1126	1127	False
915	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	192	103	1	2016-09-29 13:47:11	1127	1128	False
919	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	192	103	1	2016-09-29 13:47:27	1128	1132	False
922	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	192	103	1	2016-09-29 14:03:55	1132	1135	False
924	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	192	103	1	2016-09-29 14:05:05	1135	1137	False
926	group	{'field': 'length', 'aggregations': [], 'groupPriority': 0}	193	103	1	2016-09-29 14:10:56	1138	1140	False
927	filter	{'field': 'ip_src', 'term': '192.168.1.122', 'condition': 16}	194	103	1	2016-09-29 14:16:17	1141	1142	False
929	group	{'field': 'length', 'aggregations': [], 'groupPriority': 0}	194	103	1	2016-09-29 14:18:07	1142	1144	False
0	back		194	103	1		1144	1142	False
0	back		194	103	1		1142	1141	False
930	filter	{'field': 'ip_src', 'term': '192.168.1.122', 'condition': 16}	194	103	1	2016-09-29 14:32:37	1141	1145	False
931	filter	{'field': 'ip_dst', 'term': '82.108.163.88', 'condition': 16}	195	104	1	2016-09-29 14:34:39	1146	1147	False
0	back		195	104	1		1147	1146	False
932	filter	{'field': 'ip_dst', 'term': '82.108.56.65', 'condition': 16}	195	104	1	2016-09-29 14:35:47	1146	1148	False
0	back		195	104	1		1148	1146	False
933	filter	{'field': 'info_line', 'term': 'reply', 'condition': 16}	195	104	1	2016-09-29 14:36:33	1146	1149	False
0	back		195	104	1		1149	1146	False
934	filter	{'field': 'ip_dst', 'term': '82.108.87.6', 'condition': 16}	195	104	1	2016-09-29 14:37:17	1146	1150	False
0	back		195	104	1		1150	1146	False
935	filter	{'field': 'ip_src', 'term': '82.108.87.6', 'condition': 16}	195	104	1	2016-09-29 14:38:29	1146	1151	False
0	back		195	104	1		1151	1146	False
936	filter	{'field': 'ip_dst', 'term': '82.108.87.6', 'condition': 16}	195	104	1	2016-09-29 14:40:17	1146	1152	False
0	back		195	104	1		1152	1146	False
939	group	{'field': 'tcp_dstport', 'aggregations': [], 'groupPriority': 0}	195	104	1	2016-09-29 14:43:37	1146	1155	False
941	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	196	104	1	2016-09-29 14:46:17	1156	1158	True
0	back		196	104	1		1158	1156	True
942	filter	{'field': 'info_line', 'term': 'reply', 'condition': 16}	196	104	1	2016-09-29 14:56:05	1156	1159	True
0	back		196	104	1		1159	1156	True
943	filter	{'field': 'ip_src', 'term': '82.108.171.155', 'condition': 16}	196	104	1	2016-09-29 14:57:36	1156	1160	True
0	back		196	104	1		1160	1156	True
944	filter	{'field': 'ip_dst', 'term': '82.108.171.155', 'condition': 16}	196	104	1	2016-09-29 14:59:18	1156	1161	True
945	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	197	104	2	2016-09-29 15:04:50	1162	1163	True
0	back		197	104	2		1163	1162	True
946	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	197	104	2	2016-09-29 15:04:56	1162	1164	True
0	back		197	104	2		1164	1162	True
947	group	{'field': 'tcp_dstport', 'aggregations': [], 'groupPriority': 0}	197	104	2	2016-09-29 15:06:22	1162	1165	True
0	back		197	104	2		1165	1162	True
948	filter	{'field': 'highest_layer', 'term': 'SOCKS', 'condition': 16}	197	104	2	2016-09-29 15:57:56	1162	1166	True
949	group	{'field': 'length', 'aggregations': [], 'groupPriority': 0}	197	104	2	2016-09-29 15:58:44	1166	1167	True
950	filter	{'field': 'info_line', 'term': 'GET', 'condition': 16}	199	104	3	2016-09-29 17:44:25	1169	1170	False
0	back		199	104	3		1170	1169	False
951	filter	{'field': 'info_line', 'term': 'HTTP', 'condition': 16}	199	104	3	2016-09-29 17:45:01	1169	1171	False
0	back		199	104	3		1171	1169	False
952	filter	{'field': 'info_line', 'term': 'login', 'condition': 16}	199	104	3	2016-09-29 18:06:39	1169	1172	False
0	back		199	104	3		1172	1169	False
953	filter	{'field': 'info_line', 'term': '3feb5a6b2f', 'condition': 16}	199	104	3	2016-09-29 18:09:21	1169	1173	False
0	back		199	104	3		1173	1169	False
954	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	199	104	3	2016-09-29 18:16:03	1169	1174	False
956	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	199	104	3	2016-09-29 18:18:43	1174	1176	False
0	back		199	104	3		1176	1174	False
957	filter	{'field': 'ip_src', 'term': '64.236.114.1', 'condition': 16}	199	104	3	2016-09-29 18:22:17	1174	1177	False
0	back		199	104	3		1177	1174	False
958	filter	{'field': 'ip_dst', 'term': '64.236.114.1', 'condition': 16}	199	104	3	2016-09-29 18:22:45	1174	1178	False
959	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	200	105	2	2016-10-05 23:17:28	1179	1180	False
0	back		200	105	2		1180	1179	False
960	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	200	105	2	2016-10-05 23:17:50	1179	1181	False
0	back		200	105	2		1181	1179	False
961	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	200	105	2	2016-10-05 23:22:04	1179	1182	False
962	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	201	105	3	2016-10-05 23:25:30	1183	1184	False
0	back		201	105	3		1184	1183	False
963	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	201	105	3	2016-10-05 23:28:10	1183	1185	False
0	back		201	105	3		1185	1183	False
964	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	201	105	3	2016-10-05 23:33:50	1183	1186	False
965	group	{'field': 'eth_dst', 'aggregations': [], 'groupPriority': 1}	201	105	3	2016-10-05 23:34:52	1186	1187	False
0	back		201	105	3		1187	1186	False
966	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	201	105	3	2016-10-05 23:35:04	1186	1188	False
0	back		201	105	3		1188	1186	False
0	back		201	105	3		1186	1183	False
967	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	201	105	3	2016-10-05 23:35:59	1183	1189	False
0	back		201	105	3		1189	1183	False
968	group	{'field': 'eth_dst', 'aggregations': [], 'groupPriority': 0}	201	105	3	2016-10-05 23:36:20	1183	1190	False
969	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	201	105	3	2016-10-05 23:36:34	1190	1191	False
0	back		201	105	3		1191	1190	False
0	back		201	105	3		1190	1183	False
970	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	201	105	3	2016-10-05 23:37:26	1183	1192	False
971	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	201	105	3	2016-10-05 23:37:30	1192	1193	False
0	back		201	105	3		1193	1192	False
0	back		201	105	3		1192	1183	False
972	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	201	105	3	2016-10-05 23:38:18	1183	1194	False
973	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 1}	201	105	3	2016-10-05 23:39:53	1194	1195	False
0	back		201	105	3		1195	1194	False
974	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	201	105	3	2016-10-05 23:40:04	1194	1196	False
975	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	202	105	4	2016-10-06 00:15:24	1197	1198	False
976	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	202	105	4	2016-10-06 00:17:18	1198	1199	False
0	back		202	105	4		1199	1198	False
977	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 1}	202	105	4	2016-10-06 00:19:03	1198	1200	False
0	back		202	105	4		1200	1198	False
0	back		202	105	4		1198	1197	False
978	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	202	105	4	2016-10-06 00:20:51	1197	1201	False
979	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	204	10	3	2016-10-09 13:27:35	1203	1204	False
985	group	{'field': 'eth_dst', 'aggregations': [], 'groupPriority': 0}	205	10	1	2016-10-09 18:27:21	1206	1220	False
997	filter	{'field': 'info_line', 'term': 'Echo (ping) requ', 'condition': 16}	205	10	1	2016-10-09 18:32:45	1220	1246	False
0	back		205	10	1		1246	1220	False
1009	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	205	10	1	2016-10-09 18:35:05	1220	1259	False
0	back		205	10	1		1259	1220	False
1018	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	205	10	1	2016-10-09 18:35:53	1220	1268	False
1023	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	205	10	1	2016-10-09 18:36:20	1268	1273	False
0	back		205	10	1		1273	1268	False
0	back		205	10	1		1268	1220	False
1036	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	205	10	1	2016-10-09 18:38:27	1220	1286	False
0	back		205	10	1		1286	1220	False
1037	filter	{'field': 'tcp_stream', 'term': '0', 'condition': 64}	205	10	1	2016-10-09 18:39:39	1220	1287	False
1039	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	205	10	1	2016-10-09 18:39:55	1287	1289	False
0	back		205	10	1		1289	1287	False
0	back		205	10	1		1287	1220	False
1051	filter	{'field': 'tcp_stream', 'term': '0', 'condition': 64}	205	10	1	2016-10-09 18:43:57	1220	1303	False
1053	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	205	10	1	2016-10-09 18:44:08	1303	1305	False
1054	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	205	10	1	2016-10-09 18:44:09	1305	1306	False
1055	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 2}	205	10	1	2016-10-09 18:44:11	1306	1307	False
0	back		205	10	1		1307	1306	False
0	back		205	10	1		1306	1305	False
0	back		205	10	1		1305	1303	False
1058	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	205	10	1	2016-10-09 18:44:39	1303	1310	False
984	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	206	106	1	2016-10-09 18:22:17	1207	1213	False
1020	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	207	107	1	2016-10-09 18:36:04	1208	1270	False
1026	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	207	107	1	2016-10-09 18:36:27	1270	1276	False
986	filter	{'field': 'ip_dst', 'term': '192.168.1.1', 'condition': 16}	219	120	1	2016-10-09 18:29:33	1216	1229	False
1063	group	{'field': 'eth_src', 'aggregations': [{'field': 'tcp_stream', 'type': 'count'}], 'groupPriority': 0}	221	123	1	2016-10-09 18:48:19	1221	1315	False
1080	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	222	117	1	2016-10-09 18:52:23	1222	1333	True
1130	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 1}	222	117	1	2016-10-09 18:56:25	1333	1388	True
0	back		222	117	1		1388	1333	True
1136	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	222	117	1	2016-10-09 18:56:52	1333	1394	True
0	back		222	117	1		1394	1333	True
1144	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	222	117	1	2016-10-09 18:57:54	1333	1402	True
0	back		222	117	1		1402	1333	True
1163	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	222	117	1	2016-10-09 18:58:49	1333	1421	True
0	back		222	117	1		1421	1333	True
1165	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	222	117	1	2016-10-09 18:59:06	1333	1423	True
1166	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	222	117	1	2016-10-09 18:59:11	1423	1424	True
0	back		222	117	1		1424	1423	True
0	back		222	117	1		1423	1333	True
1199	filter	{'field': 'ip_src', 'term': '192.168.1.122', 'condition': 2}	222	117	1	2016-10-09 19:05:17	1333	1460	True
0	back		222	117	1		1460	1333	True
1205	filter	{'field': 'ip_dst', 'term': '82.108.24.168', 'condition': 4}	222	117	1	2016-10-09 19:06:09	1333	1466	True
0	back		222	117	1		1466	1333	True
1214	filter	{'field': 'ip_dst', 'term': '82.108.84.10', 'condition': 4}	222	117	1	2016-10-09 19:06:33	1333	1475	True
0	back		222	117	1		1475	1333	True
1221	filter	{'field': 'ip_src', 'term': '192.168.1.122', 'condition': 2}	222	117	1	2016-10-09 19:08:05	1333	1482	True
1226	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	222	117	1	2016-10-09 19:08:19	1482	1487	True
1259	filter	{'field': 'tcp_stream', 'term': '0', 'condition': 32}	222	117	1	2016-10-09 19:12:28	1487	1520	True
0	back		222	117	1		1520	1487	True
0	back		222	117	1		1487	1482	True
1385	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	222	117	1	2016-10-09 19:31:30	1482	1687	True
0	back		222	117	1		1687	1482	True
0	back		222	117	1		1482	1333	True
1387	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	222	117	1	2016-10-09 19:31:46	1333	1693	True
0	back		222	117	1		1693	1333	True
1388	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	222	117	1	2016-10-09 19:31:50	1333	1694	True
1394	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 2}	222	117	1	2016-10-09 19:32:07	1694	1700	True
1016	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	223	118	1	2016-10-09 18:35:41	1224	1266	False
1034	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	223	118	1	2016-10-09 18:37:11	1266	1284	False
0	back		223	118	1		1284	1266	False
0	back		223	118	1		1266	1224	False
1052	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'ip_src', 'type': 'avg'}, {'field': 'ip_dst', 'type': 'avg'}], 'groupPriority': 0}	223	118	1	2016-10-09 18:44:03	1224	1304	False
1059	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	223	118	1	2016-10-09 18:45:01	1304	1311	False
0	back		223	118	1		1311	1304	False
0	back		223	118	1		1304	1224	False
1074	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	223	118	1	2016-10-09 18:51:30	1224	1326	False
1161	filter	{'field': 'ip_src', 'term': '192.168.1.122', 'condition': 16}	223	118	1	2016-10-09 18:58:43	1326	1419	False
0	back		223	118	1		1419	1326	False
1209	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 16}	223	118	1	2016-10-09 19:06:16	1326	1470	False
1213	filter	{'field': 'ip_dst', 'term': '82.108.163.88', 'condition': 64}	223	118	1	2016-10-09 19:06:28	1470	1474	False
0	back		223	118	1		1474	1470	False
0	back		223	118	1		1470	1326	False
1225	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	223	118	1	2016-10-09 19:08:16	1326	1486	False
0	back		223	118	1		1486	1326	False
1249	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	223	118	1	2016-10-09 19:11:35	1326	1510	False
1038	filter	{'field': 'tcp_stream', 'term': '0', 'condition': 32}	225	115	1	2016-10-09 18:39:46	1225	1288	False
1041	group	{'field': 'packet_number', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	225	115	1	2016-10-09 18:40:09	1288	1291	False
1070	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	226	125	1	2016-10-09 18:51:09	1226	1322	True
0	back		226	125	1		1322	1226	True
1102	filter	{'field': 'highest_layer', 'term': 'ICMP', 'condition': 16}	226	125	1	2016-10-09 18:53:37	1226	1356	True
1104	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	226	125	1	2016-10-09 18:53:45	1356	1359	True
1111	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	226	125	1	2016-10-09 18:54:23	1359	1366	True
1267	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 16}	226	125	1	2016-10-09 19:13:22	1366	1529	True
1268	filter	{'field': 'ip_src', 'term': '192.168.1.122', 'condition': 16}	226	125	1	2016-10-09 19:13:32	1529	1530	True
0	back		226	125	1		1530	1529	True
0	back		226	125	1		1529	1366	True
0	back		226	125	1		1366	1359	True
0	back		226	125	1		1359	1356	True
0	back		226	125	1		1356	1226	True
1286	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 16}	226	125	1	2016-10-09 19:15:20	1226	1549	True
1287	filter	{'field': 'ip_src', 'term': '192.168.1.122', 'condition': 16}	226	125	1	2016-10-09 19:15:30	1549	1550	True
1320	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	226	125	1	2016-10-09 19:22:15	1550	1593	True
1035	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	227	126	1	2016-10-09 18:37:14	1227	1285	False
1069	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	227	126	1	2016-10-09 18:51:00	1285	1321	False
1071	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	227	126	1	2016-10-09 18:51:16	1321	1323	False
1064	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	228	116	1	2016-10-09 18:48:25	1228	1316	False
1065	group	{'field': 'eth_dst', 'aggregations': [], 'groupPriority': 1}	228	116	1	2016-10-09 18:48:35	1316	1317	False
0	back		228	116	1		1317	1316	False
1066	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	228	116	1	2016-10-09 18:49:02	1316	1318	False
1017	group	{'field': 'sniff_timestamp', 'aggregations': [], 'groupPriority': 0}	230	114	1	2016-10-09 18:35:48	1231	1267	False
1033	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	230	114	1	2016-10-09 18:36:57	1267	1283	False
1099	filter	{'field': 'ip_dst', 'term': '192.168.1.122', 'condition': 16}	231	112	1	2016-10-09 18:53:29	1232	1352	False
0	back		231	112	1		1352	1232	False
1135	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	231	112	1	2016-10-09 18:56:49	1232	1393	False
0	back		231	112	1		1393	1232	False
1154	filter	{'field': 'tcp_stream', 'term': '0', 'condition': 64}	231	112	1	2016-10-09 18:58:34	1232	1412	False
1164	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	231	112	1	2016-10-09 18:58:53	1412	1422	False
0	back		231	112	1		1422	1412	False
0	back		231	112	1		1412	1232	False
1204	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	231	112	1	2016-10-09 19:05:59	1232	1465	False
0	back		231	112	1		1465	1232	False
1222	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	231	112	1	2016-10-09 19:08:08	1232	1483	False
1004	filter	{'field': 'info_line', 'term': 'Echo (ping) requ', 'condition': 16}	232	128	1	2016-10-09 18:33:31	1233	1253	False
0	back		232	128	1		1253	1233	False
1062	group	{'field': 'ip_src', 'aggregations': [{'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	232	128	1	2016-10-09 18:48:06	1233	1314	False
0	back		232	128	1		1314	1233	False
1068	group	{'field': 'ip_src', 'aggregations': [{'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	232	128	1	2016-10-09 18:50:41	1233	1320	False
0	back		232	128	1		1320	1233	False
1110	group	{'field': 'ip_src', 'aggregations': [{'field': 'sniff_timestamp', 'type': 'min'}], 'groupPriority': 0}	232	128	1	2016-10-09 18:54:21	1233	1365	False
0	back		232	128	1		1365	1233	False
1162	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	232	128	1	2016-10-09 18:58:46	1233	1420	False
1167	group	{'field': 'sniff_timestamp', 'aggregations': [], 'groupPriority': 0}	232	128	1	2016-10-09 18:59:21	1420	1425	False
0	back		232	128	1		1425	1420	False
1189	group	{'field': 'ip_src', 'aggregations': [{'field': 'sniff_timestamp', 'type': 'min'}], 'groupPriority': 0}	232	128	1	2016-10-09 19:03:22	1420	1447	False
1201	group	{'field': 'sniff_timestamp', 'aggregations': [], 'groupPriority': 1}	232	128	1	2016-10-09 19:05:28	1447	1462	False
0	back		232	128	1		1462	1447	False
0	back		232	128	1		1447	1420	False
0	back		232	128	1		1420	1233	False
1236	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	232	128	1	2016-10-09 19:10:33	1233	1497	False
0	back		232	128	1		1497	1233	False
1247	group	{'field': 'ip_src', 'aggregations': [{'field': 'ip_dst', 'type': 'min'}], 'groupPriority': 0}	232	128	1	2016-10-09 19:11:21	1233	1508	False
1255	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	232	128	1	2016-10-09 19:12:18	1508	1516	False
