	packet_number	captured_length	eth_dst	eth_src	highest_layer	info_line	interface_captured	ip_dst	ip_src	length	number	project_id	sniff_timestamp	tcp_dstport	tcp_srcport	tcp_stream
2276	2276	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=6663/1818, ttl=128		82.108.98.115	192.168.1.122	75	2277	1	2013-06-02 10:19:48			
2277	2277	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=6919/1819, ttl=128		82.108.41.169	192.168.1.122	75	2278	1	2013-06-02 10:19:48			
2278	2278	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=7175/1820, ttl=128		82.108.124.113	192.168.1.122	75	2279	1	2013-06-02 10:19:48			
2279	2279	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=7431/1821, ttl=128		82.108.93.228	192.168.1.122	75	2280	1	2013-06-02 10:19:48			
2280	2280	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1121 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.220.239	54	2281	1	2013-06-02 10:19:48	1121.0	445.0	67.0
2281	2281	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=7687/1822, ttl=128		82.108.194.139	192.168.1.122	75	2282	1	2013-06-02 10:19:48			
2282	2282	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=7943/1823, ttl=128		82.108.65.20	192.168.1.122	75	2283	1	2013-06-02 10:19:48			
2283	2283	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=8199/1824, ttl=128		82.108.208.143	192.168.1.122	75	2284	1	2013-06-02 10:19:49			
2284	2284	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1122 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.10.228	192.168.1.122	62	2285	1	2013-06-02 10:19:49	445.0	1122.0	68.0
2285	2285	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1118 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.148.47	192.168.1.122	62	2286	1	2013-06-02 10:19:49	445.0	1118.0	64.0
2286	2286	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=8455/1825, ttl=128		82.108.25.60	192.168.1.122	75	2287	1	2013-06-02 10:19:49			
2287	2287	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=8711/1826, ttl=128		82.108.4.234	192.168.1.122	75	2288	1	2013-06-02 10:19:49			
2288	2288	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=7943/1823, ttl=50 (request in 2283)		192.168.1.122	82.108.65.20	75	2289	1	2013-06-02 10:19:49			
2289	2289	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=8967/1827, ttl=128		82.108.65.20	192.168.1.122	75	2290	1	2013-06-02 10:19:49			
2290	2290	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=9223/1828, ttl=128		82.108.143.25	192.168.1.122	75	2291	1	2013-06-02 10:19:49			
2291	2291	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1122 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.10.228	54	2292	1	2013-06-02 10:19:49	1122.0	445.0	68.0
2292	2292	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=9479/1829, ttl=128		82.108.89.227	192.168.1.122	75	2293	1	2013-06-02 10:19:49			
2293	2293	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=9735/1830, ttl=128		82.108.249.90	192.168.1.122	75	2294	1	2013-06-02 10:19:49			
2294	2294	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=8967/1827, ttl=50 (request in 2290)		192.168.1.122	82.108.65.20	75	2295	1	2013-06-02 10:19:49			
2295	2295	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=9991/1831, ttl=128		82.108.68.71	192.168.1.122	75	2296	1	2013-06-02 10:19:49			
2296	2296	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=10247/1832, ttl=128		82.108.2.28	192.168.1.122	75	2297	1	2013-06-02 10:19:49			
2297	2297	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=10503/1833, ttl=128		82.108.162.32	192.168.1.122	75	2298	1	2013-06-02 10:19:49			
2298	2298	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=10759/1834, ttl=128		82.108.176.66	192.168.1.122	75	2299	1	2013-06-02 10:19:49			
2299	2299	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=11015/1835, ttl=128		82.108.61.13	192.168.1.122	75	2300	1	2013-06-02 10:19:49			
2300	2300	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=11271/1836, ttl=128		82.108.231.202	192.168.1.122	75	2301	1	2013-06-02 10:19:49			
2301	2301	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=11527/1837, ttl=128		82.108.157.252	192.168.1.122	75	2302	1	2013-06-02 10:19:49			
2302	2302	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=11783/1838, ttl=128		82.108.121.192	192.168.1.122	75	2303	1	2013-06-02 10:19:49			
2303	2303	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=12039/1839, ttl=128		82.108.165.23	192.168.1.122	75	2304	1	2013-06-02 10:19:49			
2304	2304	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=12295/1840, ttl=128		82.108.53.12	192.168.1.122	75	2305	1	2013-06-02 10:19:49			
2305	2305	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=12551/1841, ttl=128		82.108.216.12	192.168.1.122	75	2306	1	2013-06-02 10:19:49			
2306	2306	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=12807/1842, ttl=128		82.108.185.179	192.168.1.122	75	2307	1	2013-06-02 10:19:49			
2307	2307	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=13063/1843, ttl=128		82.108.226.73	192.168.1.122	75	2308	1	2013-06-02 10:19:49			
2308	2308	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=13319/1844, ttl=128		82.108.179.194	192.168.1.122	75	2309	1	2013-06-02 10:19:49			
2309	2309	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=13575/1845, ttl=128		82.108.249.242	192.168.1.122	75	2310	1	2013-06-02 10:19:49			
2310	2310	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=13831/1846, ttl=128		82.108.220.90	192.168.1.122	75	2311	1	2013-06-02 10:19:49			
2311	2311	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=14087/1847, ttl=128		82.108.45.220	192.168.1.122	75	2312	1	2013-06-02 10:19:49			
2312	2312	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=14343/1848, ttl=128		82.108.1.224	192.168.1.122	75	2313	1	2013-06-02 10:19:49			
2313	2313	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=14599/1849, ttl=128		82.108.173.79	192.168.1.122	75	2314	1	2013-06-02 10:19:49			
2314	2314	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=14855/1850, ttl=128		82.108.89.206	192.168.1.122	75	2315	1	2013-06-02 10:19:49			
2315	2315	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=15111/1851, ttl=128		82.108.185.80	192.168.1.122	75	2316	1	2013-06-02 10:19:49			
2316	2316	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=15367/1852, ttl=128		82.108.146.184	192.168.1.122	75	2317	1	2013-06-02 10:19:49			
2317	2317	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1121 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.220.239	192.168.1.122	62	2318	1	2013-06-02 10:19:49	445.0	1121.0	67.0
2318	2318	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1119 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.36.178	192.168.1.122	62	2319	1	2013-06-02 10:19:49	445.0	1119.0	65.0
2319	2319	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=15623/1853, ttl=128		82.108.29.220	192.168.1.122	75	2320	1	2013-06-02 10:19:49			
2320	2320	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=15879/1854, ttl=128		82.108.250.90	192.168.1.122	75	2321	1	2013-06-02 10:19:49			
2321	2321	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=16135/1855, ttl=128		82.108.118.30	192.168.1.122	75	2322	1	2013-06-02 10:19:49			
2322	2322	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1121 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.220.239	54	2323	1	2013-06-02 10:19:49	1121.0	445.0	67.0
2323	2323	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1123 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.97.145	192.168.1.122	62	2324	1	2013-06-02 10:19:49	139.0	1123.0	69.0
2324	2324	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1122 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.10.228	192.168.1.122	62	2325	1	2013-06-02 10:19:49	445.0	1122.0	68.0
2325	2325	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=16391/1856, ttl=128		82.108.212.118	192.168.1.122	75	2326	1	2013-06-02 10:19:49			
2326	2326	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=16647/1857, ttl=128		82.108.40.54	192.168.1.122	75	2327	1	2013-06-02 10:19:49			
2327	2327	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=16903/1858, ttl=128		82.108.177.114	192.168.1.122	75	2328	1	2013-06-02 10:19:49			
2328	2328	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	139 > 1123 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.97.145	54	2329	1	2013-06-02 10:19:49	1123.0	139.0	69.0
2329	2329	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=17159/1859, ttl=128		82.108.92.57	192.168.1.122	75	2330	1	2013-06-02 10:19:49			
2330	2330	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1122 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.10.228	54	2331	1	2013-06-02 10:19:49	1122.0	445.0	68.0
2331	2331	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=17415/1860, ttl=128		82.108.179.252	192.168.1.122	75	2332	1	2013-06-02 10:19:49			
2332	2332	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=17671/1861, ttl=128		82.108.45.155	192.168.1.122	75	2333	1	2013-06-02 10:19:49			
2333	2333	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=17927/1862, ttl=128		82.108.72.4	192.168.1.122	75	2334	1	2013-06-02 10:19:49			
2334	2334	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=18183/1863, ttl=128		82.108.20.102	192.168.1.122	75	2335	1	2013-06-02 10:19:49			
2335	2335	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=18439/1864, ttl=128		82.108.23.20	192.168.1.122	75	2336	1	2013-06-02 10:19:49			
2336	2336	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=18695/1865, ttl=128		82.108.130.77	192.168.1.122	75	2337	1	2013-06-02 10:19:49			
2337	2337	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=18951/1866, ttl=128		82.108.245.190	192.168.1.122	75	2338	1	2013-06-02 10:19:49			
2338	2338	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=19207/1867, ttl=128		82.108.43.116	192.168.1.122	75	2339	1	2013-06-02 10:19:49			
2339	2339	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=19463/1868, ttl=128		82.108.143.194	192.168.1.122	75	2340	1	2013-06-02 10:19:49			
2340	2340	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=19719/1869, ttl=128		82.108.156.20	192.168.1.122	75	2341	1	2013-06-02 10:19:49			
2341	2341	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=19975/1870, ttl=128		82.108.37.190	192.168.1.122	75	2342	1	2013-06-02 10:19:49			
2342	2342	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=20231/1871, ttl=128		82.108.187.209	192.168.1.122	75	2343	1	2013-06-02 10:19:49			
2343	2343	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=20487/1872, ttl=128		82.108.57.75	192.168.1.122	75	2344	1	2013-06-02 10:19:49			
2344	2344	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=20743/1873, ttl=128		82.108.54.184	192.168.1.122	75	2345	1	2013-06-02 10:19:49			
2345	2345	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=20999/1874, ttl=128		82.108.49.62	192.168.1.122	75	2346	1	2013-06-02 10:19:49			
2346	2346	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=21255/1875, ttl=128		82.108.143.213	192.168.1.122	75	2347	1	2013-06-02 10:19:49			
2347	2347	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=21511/1876, ttl=128		82.108.104.144	192.168.1.122	75	2348	1	2013-06-02 10:19:49			
2348	2348	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=21767/1877, ttl=128		82.108.160.250	192.168.1.122	75	2349	1	2013-06-02 10:19:49			
2349	2349	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=22023/1878, ttl=128		82.108.42.111	192.168.1.122	75	2350	1	2013-06-02 10:19:49			
2350	2350	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=22279/1879, ttl=128		82.108.242.42	192.168.1.122	75	2351	1	2013-06-02 10:19:49			
2351	2351	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=22535/1880, ttl=128		82.108.86.183	192.168.1.122	75	2352	1	2013-06-02 10:19:49			
2352	2352	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=22791/1881, ttl=128		82.108.165.174	192.168.1.122	75	2353	1	2013-06-02 10:19:49			
2353	2353	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=23047/1882, ttl=128		82.108.198.124	192.168.1.122	75	2354	1	2013-06-02 10:19:49			
2354	2354	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=23303/1883, ttl=128		82.108.197.23	192.168.1.122	75	2355	1	2013-06-02 10:19:49			
2355	2355	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=23559/1884, ttl=128		82.108.232.196	192.168.1.122	75	2356	1	2013-06-02 10:19:49			
2356	2356	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=23815/1885, ttl=128		82.108.162.232	192.168.1.122	75	2357	1	2013-06-02 10:19:49			
2357	2357	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=24071/1886, ttl=128		82.108.56.32	192.168.1.122	75	2358	1	2013-06-02 10:19:49			
2358	2358	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=23303/1883, ttl=50 (request in 2355)		192.168.1.122	82.108.197.23	75	2359	1	2013-06-02 10:19:49			
2359	2359	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=24327/1887, ttl=128		82.108.197.23	192.168.1.122	75	2360	1	2013-06-02 10:19:49			
2360	2360	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=24583/1888, ttl=128		82.108.12.124	192.168.1.122	75	2361	1	2013-06-02 10:19:49			
2361	2361	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=24839/1889, ttl=128		82.108.30.243	192.168.1.122	75	2362	1	2013-06-02 10:19:49			
2362	2362	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=25095/1890, ttl=128		82.108.212.45	192.168.1.122	75	2363	1	2013-06-02 10:19:50			
2363	2363	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=24327/1887, ttl=50 (request in 2360)		192.168.1.122	82.108.197.23	75	2364	1	2013-06-02 10:19:50			
2364	2364	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1122 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.10.228	192.168.1.122	62	2365	1	2013-06-02 10:19:50	445.0	1122.0	68.0
2365	2365	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1123 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.97.145	192.168.1.122	62	2366	1	2013-06-02 10:19:50	139.0	1123.0	69.0
2366	2366	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=25351/1891, ttl=128		82.108.189.56	192.168.1.122	75	2367	1	2013-06-02 10:19:50			
2367	2367	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=25607/1892, ttl=128		82.108.23.208	192.168.1.122	75	2368	1	2013-06-02 10:19:50			
2368	2368	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=25863/1893, ttl=128		82.108.82.24	192.168.1.122	75	2369	1	2013-06-02 10:19:50			
2369	2369	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	139 > 1123 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.97.145	54	2370	1	2013-06-02 10:19:50	1123.0	139.0	69.0
2370	2370	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1122 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.10.228	54	2371	1	2013-06-02 10:19:50	1122.0	445.0	68.0
2371	2371	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1124 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.69.238	192.168.1.122	62	2372	1	2013-06-02 10:19:50	445.0	1124.0	70.0
2372	2372	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1125 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.111.125	192.168.1.122	62	2373	1	2013-06-02 10:19:50	139.0	1125.0	71.0
2373	2373	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=26119/1894, ttl=128		82.108.169.82	192.168.1.122	75	2374	1	2013-06-02 10:19:50			
2374	2374	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=26375/1895, ttl=128		82.108.149.169	192.168.1.122	75	2375	1	2013-06-02 10:19:50			
2375	2375	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=26631/1896, ttl=128		82.108.188.220	192.168.1.122	75	2376	1	2013-06-02 10:19:50			
2376	2376	70	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Destination unreachable (Communication administratively filtered)		192.168.1.122	82.108.69.234	70	2377	1	2013-06-02 10:19:50			
2377	2377	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=26887/1897, ttl=128		82.108.131.120	192.168.1.122	75	2378	1	2013-06-02 10:19:50			
2378	2378	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=27143/1898, ttl=128		82.108.186.196	192.168.1.122	75	2379	1	2013-06-02 10:19:50			
2379	2379	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=27399/1899, ttl=128		82.108.147.104	192.168.1.122	75	2380	1	2013-06-02 10:19:50			
2380	2380	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=27655/1900, ttl=128		82.108.251.33	192.168.1.122	75	2381	1	2013-06-02 10:19:50			
2381	2381	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=27911/1901, ttl=128		82.108.228.125	192.168.1.122	75	2382	1	2013-06-02 10:19:50			
2382	2382	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=28167/1902, ttl=128		82.108.46.185	192.168.1.122	75	2383	1	2013-06-02 10:19:50			
2383	2383	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=28423/1903, ttl=128		82.108.250.134	192.168.1.122	75	2384	1	2013-06-02 10:19:50			
2384	2384	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=28679/1904, ttl=128		82.108.55.219	192.168.1.122	75	2385	1	2013-06-02 10:19:50			
2385	2385	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=28935/1905, ttl=128		82.108.72.26	192.168.1.122	75	2386	1	2013-06-02 10:19:50			
2386	2386	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=29191/1906, ttl=128		82.108.37.3	192.168.1.122	75	2387	1	2013-06-02 10:19:50			
2387	2387	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=29447/1907, ttl=128		82.108.75.145	192.168.1.122	75	2388	1	2013-06-02 10:19:50			
2388	2388	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=29703/1908, ttl=128		82.108.84.255	192.168.1.122	75	2389	1	2013-06-02 10:19:50			
2389	2389	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=29959/1909, ttl=128		82.108.114.34	192.168.1.122	75	2390	1	2013-06-02 10:19:50			
2390	2390	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30215/1910, ttl=128		82.108.30.140	192.168.1.122	75	2391	1	2013-06-02 10:19:50			
2391	2391	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30471/1911, ttl=128		82.108.55.190	192.168.1.122	75	2392	1	2013-06-02 10:19:50			
2392	2392	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30727/1912, ttl=128		82.108.164.34	192.168.1.122	75	2393	1	2013-06-02 10:19:50			
2393	2393	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=30983/1913, ttl=128		82.108.209.163	192.168.1.122	75	2394	1	2013-06-02 10:19:50			
2394	2394	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31239/1914, ttl=128		82.108.169.143	192.168.1.122	75	2395	1	2013-06-02 10:19:50			
2395	2395	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31495/1915, ttl=128		82.108.19.182	192.168.1.122	75	2396	1	2013-06-02 10:19:50			
2396	2396	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31751/1916, ttl=128		82.108.138.221	192.168.1.122	75	2397	1	2013-06-02 10:19:50			
2397	2397	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32007/1917, ttl=128		82.108.187.17	192.168.1.122	75	2398	1	2013-06-02 10:19:50			
